meter,energy_kwh,flow_rate_l_per_h,inlet_temp_degc,outlet_temp_degc,site,timestamp
ACB TX2 MAIN INCOMER,26.0,,,,TIC BUILDING,2020-05-06 16:30:00
HM-SU-01,,,17.125,,Students Union,2020-05-06 16:30:00
HM-GH-01,,32.335,,,Graham Hills,2020-05-06 16:30:00
TIC Kitchens,1.0,,,,TIC BUILDING,2020-05-06 16:30:00
HM-TG-03,,,,57.445,Thomas Graham Building,2020-05-06 16:30:00
MCP11 - CMAC cooling AHUs,4.6,,,,TIC BUILDING,2020-05-06 16:30:00
DH Heat Meter HM-H-01,,,,73.395,Energy Centre,2020-05-06 16:30:00
ILC Labs,0.0,,,,TIC BUILDING,2020-05-06 16:30:00
HM-TG-03,,0.322,,,Thomas Graham Building,2020-05-06 16:30:00
TIC Mechanical Plant,97.0,,,,TIC BUILDING,2020-05-06 16:30:00
HM-TG-02,,,91.125,,Thomas Graham Building,2020-05-06 16:30:00
HM-SU-01,,,,14.92,Students Union,2020-05-06 16:30:00
ACB1 TX5 MAIN INCOMER,2.0,,,,TIC BUILDING,2020-05-06 16:30:00
HM-HW-01,,,,71.9,SIPBS Hamnett Wing,2020-05-06 16:30:00
HM-JA-01,,,90.725,,John Anderson Building,2020-05-06 16:30:00
HM-SC-01,,9.68,,,Strathclyde Sport,2020-05-06 16:30:00
Level 9 L&P,0.0,,,,TIC BUILDING,2020-05-06 16:30:00
TIC Lifts,0.0,,,,TIC BUILDING,2020-05-06 16:30:00
HM-JA-01,,,,77.32,John Anderson Building,2020-05-06 16:30:00
Boiler 3 Heat Meter HM-C-01,,,,70.685,Energy Centre,2020-05-06 16:30:00
Boiler 3 Heat Meter HM-C-01,,0.0,,,Energy Centre,2020-05-06 16:30:00
HM-SU-01,,0.0,,,Students Union,2020-05-06 16:30:00
HM-HW-01,,0.0,,,SIPBS Hamnett Wing,2020-05-06 16:30:00
Boiler 1 Heat Meter HM-A-01,0.0,,,,Energy Centre,2020-05-06 16:30:00
HM-TG-01,,,,71.745,Thomas Graham Building,2020-05-06 16:30:00
HM-JA-01,,14.715,,,John Anderson Building,2020-05-06 16:30:00
HM-RC-01,,,91.98,,Royal College,2020-05-06 16:30:00
HM-RC-01,,0.0,,,Royal College,2020-05-06 16:30:00
TIC Small Power,15.0,,,,TIC BUILDING,2020-05-06 16:30:00
HM-GH-01,50.0,,,,Graham Hills,2020-05-06 16:30:00
BIO Labs,0.0,,,,TIC BUILDING,2020-05-06 16:30:00
HM-TG-03,,,90.99,,Thomas Graham Building,2020-05-06 16:30:00
HM-RW-01,,,88.765,,SIPBS Robertson Wing (John Arbuthnott),2020-05-06 16:30:00
Boiler 2 Heat Meter HM-B-01,,0.0,,,Energy Centre,2020-05-06 16:30:00
HM-SC-01,,,,80.975,Strathclyde Sport,2020-05-06 16:30:00
Boiler 1 Heat Meter HM-A-01,,,,53.18,Energy Centre,2020-05-06 16:30:00
HM-RC-01,,,,62.4,Royal College,2020-05-06 16:30:00
MCCBA1 PV SUPPLY,14.0,,,,TIC BUILDING,2020-05-06 16:30:00
HM-RW-01,,,,71.765,SIPBS Robertson Wing (John Arbuthnott),2020-05-06 16:30:00
HM-JW-01,,0.0,,,James Weir Building,2020-05-06 16:30:00
ACB TX1 MAIN INCOMER,16.0,,,,TIC BUILDING,2020-05-06 16:30:00
HM-SC-01,,,89.425,,Strathclyde Sport,2020-05-06 16:30:00
HM-HD-01,,,89.445,,Henry Dyer,2020-05-06 16:30:00
Boiler 2 Heat Meter HM-B-01,,,,62.575,Energy Centre,2020-05-06 16:30:00
HM-TG-01,,0.0,,,Thomas Graham Building,2020-05-06 16:30:00
Boiler 2 Heat Meter HM-B-01,0.0,,,,Energy Centre,2020-05-06 17:00:00
HM-TI-01,,,,75.44,TIC BUILDING,2020-05-06 17:00:00
HM-RC-01,260.0,,,,Royal College,2020-05-06 17:00:00
HM-JW-01,,0.0,,,James Weir Building,2020-05-06 17:00:00
HM-TG-03,6.5,,,,Thomas Graham Building,2020-05-06 17:00:00
HM-RW-01,,0.0,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-06 17:00:00
HM-JW-01,,,91.99,,James Weir Building,2020-05-06 17:00:00
IOP Labs,0.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-HD-01,,,,74.155,Henry Dyer,2020-05-06 17:00:00
TIC AHUs,58.0,,,,TIC BUILDING,2020-05-06 17:00:00
Level 4 Small Power,3.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-RW-01,,,89.6,,SIPBS Robertson Wing (John Arbuthnott),2020-05-06 17:00:00
HM-HD-01,,,89.335,,Henry Dyer,2020-05-06 17:00:00
HM-SC-01,,0.0,,,Strathclyde Sport,2020-05-06 17:00:00
Boiler 1 Heat Meter HM-A-01,,,16.41,,Energy Centre,2020-05-06 17:00:00
HM-RC-01,,,92.445,,Royal College,2020-05-06 17:00:00
DH Heat Meter HM-H-01,,144.935,,,Energy Centre,2020-05-06 17:00:00
BIO Labs,1.0,,,,TIC BUILDING,2020-05-06 17:00:00
TIC Small Power,21.0,,,,TIC BUILDING,2020-05-06 17:00:00
Level 4 IT,2.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-SU-01,,,,15.09,Students Union,2020-05-06 17:00:00
SCA Labs,5.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-RW-01,91.0,,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-06 17:00:00
ABP Labs,1.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-GH-01,,,,74.845,Graham Hills,2020-05-06 17:00:00
TIC Mechanical Plant,112.0,,,,TIC BUILDING,2020-05-06 17:00:00
TIC Fume Cupboard Extracts,6.0,,,,TIC BUILDING,2020-05-06 17:00:00
MCCBA1 PV SUPPLY,11.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-SU-01,,0.0,,,Students Union,2020-05-06 17:00:00
CHP Heat Meter HM-D-01,685.0,,,,Energy Centre,2020-05-06 17:00:00
HM-TG-02,8.7,,,,Thomas Graham Building,2020-05-06 17:00:00
ACBTX3  MAINS INCOMER TX3,110.0,,,,TIC BUILDING,2020-05-06 17:00:00
CMAC Power,1.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-HW-01,,0.0,,,SIPBS Hamnett Wing,2020-05-06 17:00:00
HM-HD-01,,0.0,,,Henry Dyer,2020-05-06 17:00:00
HM-RC-01,,,,63.045,Royal College,2020-05-06 17:00:00
HM-TG-02,,,91.095,,Thomas Graham Building,2020-05-06 17:00:00
DH Heat Meter HM-H-01,,,,73.395,Energy Centre,2020-05-06 17:00:00
HM-JA-01,,,88.435,,John Anderson Building,2020-05-06 17:00:00
HM-TG-01,,0.0,,,Thomas Graham Building,2020-05-06 17:00:00
HM-HW-01,65.0,,,,SIPBS Hamnett Wing,2020-05-06 17:00:00
TIC Chillers,47.0,,,,TIC BUILDING,2020-05-06 17:00:00
TIC Lifts,0.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-HW-01,,,,71.9,SIPBS Hamnett Wing,2020-05-06 17:00:00
HM-SC-01,60.0,,,,Strathclyde Sport,2020-05-06 17:00:00
Boiler 1 Heat Meter HM-A-01,,0.0,,,Energy Centre,2020-05-06 17:00:00
Boiler 2 Heat Meter HM-B-01,,,18.16,,Energy Centre,2020-05-06 17:00:00
HM-HD-01,19.0,,,,Henry Dyer,2020-05-06 17:00:00
Boiler 1 Heat Meter HM-A-01,0.0,,,,Energy Centre,2020-05-06 17:00:00
ACB1 TX5 MAIN INCOMER,1.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-TG-01,,,91.935,,Thomas Graham Building,2020-05-06 17:00:00
MCP11 - CMAC cooling AHUs,5.6,,,,TIC BUILDING,2020-05-06 17:00:00
HM-GH-01,,32.335,,,Graham Hills,2020-05-06 17:00:00
HM-GH-01,50.0,,,,Graham Hills,2020-05-06 17:00:00
TIC Auditoriums,2.0,,,,TIC BUILDING,2020-05-06 17:00:00
TIC Lighting,6.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-CU-01,,,91.275,,Curran Building,2020-05-06 17:00:00
HM-TI-01,,0.0,,,TIC BUILDING,2020-05-06 17:00:00
HM-JW-01,50.0,,,,James Weir Building,2020-05-06 17:00:00
TIC IT Communications,6.0,,,,TIC BUILDING,2020-05-06 17:00:00
SHD Labs,2.0,,,,TIC BUILDING,2020-05-06 17:00:00
CHP Heat Meter HM-D-01,,108.71,,,Energy Centre,2020-05-06 17:00:00
HM-JA-01,70.0,,,,John Anderson Building,2020-05-06 17:00:00
Boiler 2 Heat Meter HM-B-01,,,,62.575,Energy Centre,2020-05-06 17:00:00
FHR Labs,1.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-TG-02,,0.421,,,Thomas Graham Building,2020-05-06 17:00:00
HM-TG-03,,,,57.39,Thomas Graham Building,2020-05-06 17:00:00
PEC Labs,2.0,,,,TIC BUILDING,2020-05-06 17:00:00
MCP10 - CMAC heating AHUs,3.0,,,,TIC BUILDING,2020-05-06 17:00:00
CMAC Lighting,0.31,,,,TIC BUILDING,2020-05-06 17:00:00
HM-TI-01,180.0,,,,TIC BUILDING,2020-05-06 17:00:00
DH Heat Meter HM-H-01,,,91.83,,Energy Centre,2020-05-06 17:00:00
CHP Heat Meter HM-D-01,,,92.295,,Energy Centre,2020-05-06 17:00:00
HM-HW-01,,,91.125,,SIPBS Hamnett Wing,2020-05-06 17:00:00
HM-ST-01,,,91.61,,Stenhouse Wing,2020-05-06 17:00:00
Boiler 3 Heat Meter HM-C-01,,0.0,,,Energy Centre,2020-05-06 17:00:00
HM-CU-01,,,,74.09,Curran Building,2020-05-06 17:00:00
Boiler 2 Heat Meter HM-B-01,,0.0,,,Energy Centre,2020-05-06 17:00:00
TIC Kitchens,1.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-ST-01,,,,77.62,Stenhouse Wing,2020-05-06 17:00:00
ILC Labs,1.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-JA-01,,,,75.835,John Anderson Building,2020-05-06 17:00:00
HM-TI-01,,,91.705,,TIC BUILDING,2020-05-06 17:00:00
HM-SC-01,,,89.415,,Strathclyde Sport,2020-05-06 17:00:00
ACBTX4  MAINS INCOMER,66.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-SU-01,0.0,,,,Students Union,2020-05-06 17:00:00
Boiler 1 Heat Meter HM-A-01,,,,53.18,Energy Centre,2020-05-06 17:00:00
HM-CU-01,,0.0,,,Curran Building,2020-05-06 17:00:00
HM-GH-01,,,91.71,,Graham Hills,2020-05-06 17:00:00
Level 9 L&P,1.0,,,,TIC BUILDING,2020-05-06 17:00:00
DH Heat Meter HM-H-01,740.0,,,,Energy Centre,2020-05-06 17:00:00
Boiler 3 Heat Meter HM-C-01,,,,70.685,Energy Centre,2020-05-06 17:00:00
ACB TX2 MAIN INCOMER,31.0,,,,TIC BUILDING,2020-05-06 17:00:00
Boiler 3 Heat Meter HM-C-01,0.0,,,,Energy Centre,2020-05-06 17:00:00
HM-JW-01,,,,84.92,James Weir Building,2020-05-06 17:00:00
HM-TG-03,,0.302,,,Thomas Graham Building,2020-05-06 17:00:00
HM-SC-01,,,,73.495,Strathclyde Sport,2020-05-06 17:00:00
Boiler 3 Heat Meter HM-C-01,,,72.6,,Energy Centre,2020-05-06 17:00:00
ACB1 TX6 MAIN INCOMER,1.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-SU-01,,,17.365,,Students Union,2020-05-06 17:00:00
HM-RC-01,,0.0,,,Royal College,2020-05-06 17:00:00
TIC Heating pumps,43.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-TG-02,,,,55.38,Thomas Graham Building,2020-05-06 17:00:00
TIC Workshops,1.0,,,,TIC BUILDING,2020-05-06 17:00:00
Level 4 Power Demand,0.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-ST-01,,0.0,,,Stenhouse Wing,2020-05-06 17:00:00
HM-CU-01,42.5,,,,Curran Building,2020-05-06 17:00:00
HM-TG-03,,,91.01,,Thomas Graham Building,2020-05-06 17:00:00
CHP Heat Meter HM-D-01,,,,73.18,Energy Centre,2020-05-06 17:00:00
HM-TG-01,140.0,,,,Thomas Graham Building,2020-05-06 17:00:00
HM-RW-01,,,,72.015,SIPBS Robertson Wing (John Arbuthnott),2020-05-06 17:00:00
Level 4 Lighting,1.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-JA-01,,0.0,,,John Anderson Building,2020-05-06 17:00:00
TIC Labs,13.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-ST-01,90.0,,,,Stenhouse Wing,2020-05-06 17:00:00
Level 4 Total Power Demand,13065.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-TG-01,,,,72.605,Thomas Graham Building,2020-05-06 17:00:00
ACB TX1 MAIN INCOMER,19.0,,,,TIC BUILDING,2020-05-06 17:00:00
HM-HW-01,90.0,,,,SIPBS Hamnett Wing,2020-05-06 17:30:00
HM-RW-01,,0.0,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-06 17:30:00
FHR Labs,0.0,,,,TIC BUILDING,2020-05-06 17:30:00
TIC Heating pumps,36.0,,,,TIC BUILDING,2020-05-06 17:30:00
CHP Heat Meter HM-D-01,1330.0,,,,Energy Centre,2020-05-06 17:30:00
CHP Heat Meter HM-D-01,,,,73.12,Energy Centre,2020-05-06 17:30:00
MCP10 - CMAC heating AHUs,2.4,,,,TIC BUILDING,2020-05-06 17:30:00
HM-JA-01,,,,74.835,John Anderson Building,2020-05-06 17:30:00
CHP Heat Meter HM-D-01,,108.99,,,Energy Centre,2020-05-06 17:30:00
HM-ST-01,,0.0,,,Stenhouse Wing,2020-05-06 17:30:00
ABP Labs,1.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-RW-01,,,,72.045,SIPBS Robertson Wing (John Arbuthnott),2020-05-06 17:30:00
TIC Lighting,5.0,,,,TIC BUILDING,2020-05-06 17:30:00
Boiler 3 Heat Meter HM-C-01,,,,69.955,Energy Centre,2020-05-06 17:30:00
TIC Small Power,16.0,,,,TIC BUILDING,2020-05-06 17:30:00
IOP Labs,0.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-TG-02,,0.435,,,Thomas Graham Building,2020-05-06 17:30:00
HM-TG-03,,,90.31,,Thomas Graham Building,2020-05-06 17:30:00
CMAC Lighting,0.31,,,,TIC BUILDING,2020-05-06 17:30:00
HM-RW-01,,,89.735,,SIPBS Robertson Wing (John Arbuthnott),2020-05-06 17:30:00
Boiler 1 Heat Meter HM-A-01,,,16.5,,Energy Centre,2020-05-06 17:30:00
SCA Labs,4.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-TI-01,,,,75.43,TIC BUILDING,2020-05-06 17:30:00
ACB TX1 MAIN INCOMER,17.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-ST-01,,,,78.195,Stenhouse Wing,2020-05-06 17:30:00
HM-SC-01,30.0,,,,Strathclyde Sport,2020-05-06 17:30:00
Boiler 3 Heat Meter HM-C-01,,,70.755,,Energy Centre,2020-05-06 17:30:00
HM-TG-03,,0.151,,,Thomas Graham Building,2020-05-06 17:30:00
HM-SC-01,,,,71.36,Strathclyde Sport,2020-05-06 17:30:00
DH Heat Meter HM-H-01,,,91.83,,Energy Centre,2020-05-06 17:30:00
Boiler 2 Heat Meter HM-B-01,,,18.255,,Energy Centre,2020-05-06 17:30:00
ACB TX2 MAIN INCOMER,25.0,,,,TIC BUILDING,2020-05-06 17:30:00
MCCBA1 PV SUPPLY,6.0,,,,TIC BUILDING,2020-05-06 17:30:00
CMAC Power,2.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-TG-02,,,90.41,,Thomas Graham Building,2020-05-06 17:30:00
HM-CU-01,,,91.275,,Curran Building,2020-05-06 17:30:00
TIC Labs,9.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-JA-01,,,89.23,,John Anderson Building,2020-05-06 17:30:00
HM-JA-01,,0.0,,,John Anderson Building,2020-05-06 17:30:00
HM-ST-01,,,91.06,,Stenhouse Wing,2020-05-06 17:30:00
TIC Workshops,1.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-GH-01,,18.775,,,Graham Hills,2020-05-06 17:30:00
Boiler 1 Heat Meter HM-A-01,0.0,,,,Energy Centre,2020-05-06 17:30:00
Level 4 Total Power Demand,12480.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-HD-01,,0.0,,,Henry Dyer,2020-05-06 17:30:00
Boiler 1 Heat Meter HM-A-01,,0.0,,,Energy Centre,2020-05-06 17:30:00
Boiler 1 Heat Meter HM-A-01,,,,53.195,Energy Centre,2020-05-06 17:30:00
HM-TI-01,160.0,,,,TIC BUILDING,2020-05-06 17:30:00
Level 4 IT,1.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-SU-01,0.0,,,,Students Union,2020-05-06 17:30:00
HM-CU-01,42.5,,,,Curran Building,2020-05-06 17:30:00
HM-GH-01,,,,72.79,Graham Hills,2020-05-06 17:30:00
HM-RC-01,,0.0,,,Royal College,2020-05-06 17:30:00
ACBTX4  MAINS INCOMER,60.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-RC-01,230.0,,,,Royal College,2020-05-06 17:30:00
HM-TG-03,5.7,,,,Thomas Graham Building,2020-05-06 17:30:00
TIC Auditoriums,2.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-GH-01,110.0,,,,Graham Hills,2020-05-06 17:30:00
HM-HW-01,,,90.86,,SIPBS Hamnett Wing,2020-05-06 17:30:00
Boiler 2 Heat Meter HM-B-01,,,,62.565,Energy Centre,2020-05-06 17:30:00
HM-RC-01,,,92.09,,Royal College,2020-05-06 17:30:00
SHD Labs,2.0,,,,TIC BUILDING,2020-05-06 17:30:00
TIC IT Communications,8.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-CU-01,,,,74.09,Curran Building,2020-05-06 17:30:00
HM-TI-01,,17.195,,,TIC BUILDING,2020-05-06 17:30:00
Boiler 3 Heat Meter HM-C-01,,0.0,,,Energy Centre,2020-05-06 17:30:00
PEC Labs,1.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-SC-01,,0.0,,,Strathclyde Sport,2020-05-06 17:30:00
HM-JW-01,,,91.655,,James Weir Building,2020-05-06 17:30:00
ACB1 TX6 MAIN INCOMER,1.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-TI-01,,,91.905,,TIC BUILDING,2020-05-06 17:30:00
HM-RW-01,91.0,,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-06 17:30:00
ILC Labs,1.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-JW-01,,0.0,,,James Weir Building,2020-05-06 17:30:00
ACBTX3  MAINS INCOMER TX3,94.0,,,,TIC BUILDING,2020-05-06 17:30:00
Boiler 3 Heat Meter HM-C-01,0.0,,,,Energy Centre,2020-05-06 17:30:00
HM-SC-01,,,90.275,,Strathclyde Sport,2020-05-06 17:30:00
TIC AHUs,51.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-SU-01,,0.0,,,Students Union,2020-05-06 17:30:00
Level 4 Power Demand,0.0,,,,TIC BUILDING,2020-05-06 17:30:00
Level 4 Small Power,1.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-HW-01,,,,72.985,SIPBS Hamnett Wing,2020-05-06 17:30:00
HM-HD-01,,,,74.185,Henry Dyer,2020-05-06 17:30:00
HM-TG-01,,44.75,,,Thomas Graham Building,2020-05-06 17:30:00
BIO Labs,0.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-TG-01,50.0,,,,Thomas Graham Building,2020-05-06 17:30:00
HM-TG-01,,,91.395,,Thomas Graham Building,2020-05-06 17:30:00
Level 9 L&P,0.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-TG-02,,,,55.52,Thomas Graham Building,2020-05-06 17:30:00
HM-JA-01,110.0,,,,John Anderson Building,2020-05-06 17:30:00
CHP Heat Meter HM-D-01,,,91.85,,Energy Centre,2020-05-06 17:30:00
MCP11 - CMAC cooling AHUs,4.8,,,,TIC BUILDING,2020-05-06 17:30:00
HM-HW-01,,0.0,,,SIPBS Hamnett Wing,2020-05-06 17:30:00
HM-SU-01,,,17.61,,Students Union,2020-05-06 17:30:00
TIC Mechanical Plant,96.0,,,,TIC BUILDING,2020-05-06 17:30:00
Boiler 2 Heat Meter HM-B-01,,0.0,,,Energy Centre,2020-05-06 17:30:00
DH Heat Meter HM-H-01,1270.0,,,,Energy Centre,2020-05-06 17:30:00
Boiler 2 Heat Meter HM-B-01,0.0,,,,Energy Centre,2020-05-06 17:30:00
HM-RC-01,,,,64.06,Royal College,2020-05-06 17:30:00
HM-TG-01,,,,72.805,Thomas Graham Building,2020-05-06 17:30:00
HM-HD-01,0.0,,,,Henry Dyer,2020-05-06 17:30:00
DH Heat Meter HM-H-01,,135.64,,,Energy Centre,2020-05-06 17:30:00
TIC Lifts,0.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-JW-01,30.0,,,,James Weir Building,2020-05-06 17:30:00
DH Heat Meter HM-H-01,,,,73.27,Energy Centre,2020-05-06 17:30:00
Level 4 Lighting,1.0,,,,TIC BUILDING,2020-05-06 17:30:00
TIC Kitchens,0.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-CU-01,,0.0,,,Curran Building,2020-05-06 17:30:00
HM-GH-01,,,89.755,,Graham Hills,2020-05-06 17:30:00
HM-JW-01,,,,86.58,James Weir Building,2020-05-06 17:30:00
TIC Fume Cupboard Extracts,6.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-TG-03,,,,57.66,Thomas Graham Building,2020-05-06 17:30:00
HM-SU-01,,,,15.275,Students Union,2020-05-06 17:30:00
HM-TG-02,8.0,,,,Thomas Graham Building,2020-05-06 17:30:00
HM-HD-01,,,89.165,,Henry Dyer,2020-05-06 17:30:00
ACB1 TX5 MAIN INCOMER,2.0,,,,TIC BUILDING,2020-05-06 17:30:00
TIC Chillers,39.0,,,,TIC BUILDING,2020-05-06 17:30:00
HM-ST-01,60.0,,,,Stenhouse Wing,2020-05-06 17:30:00
Boiler 2 Heat Meter HM-B-01,,0.0,,,Energy Centre,2020-05-06 18:00:00
CHP Heat Meter HM-D-01,,109.295,,,Energy Centre,2020-05-06 18:00:00
Boiler 3 Heat Meter HM-C-01,,0.0,,,Energy Centre,2020-05-06 18:00:00
Boiler 1 Heat Meter HM-A-01,,0.0,,,Energy Centre,2020-05-06 18:00:00
HM-GH-01,,,86.39,,Graham Hills,2020-05-06 18:00:00
HM-HW-01,100.0,,,,SIPBS Hamnett Wing,2020-05-06 18:00:00
HM-RC-01,,0.0,,,Royal College,2020-05-06 18:00:00
ACBTX3  MAINS INCOMER TX3,101.0,,,,TIC BUILDING,2020-05-06 18:00:00
ACB1 TX6 MAIN INCOMER,2.0,,,,TIC BUILDING,2020-05-06 18:00:00
HM-GH-01,,0.0,,,Graham Hills,2020-05-06 18:00:00
HM-SC-01,,,89.885,,Strathclyde Sport,2020-05-06 18:00:00
HM-ST-01,,,,78.205,Stenhouse Wing,2020-05-06 18:00:00
Boiler 3 Heat Meter HM-C-01,,,68.775,,Energy Centre,2020-05-06 18:00:00
HM-TG-02,,,89.86,,Thomas Graham Building,2020-05-06 18:00:00
Boiler 2 Heat Meter HM-B-01,,,,63.135,Energy Centre,2020-05-06 18:00:00
HM-ST-01,,,90.78,,Stenhouse Wing,2020-05-06 18:00:00
HM-RC-01,240.0,,,,Royal College,2020-05-06 18:00:00
IOP Labs,0.0,,,,TIC BUILDING,2020-05-06 18:00:00
HM-HW-01,,0.0,,,SIPBS Hamnett Wing,2020-05-06 18:00:00
MCCBA1 PV SUPPLY,3.0,,,,TIC BUILDING,2020-05-06 18:00:00
Level 4 Total Power Demand,13215.0,,,,TIC BUILDING,2020-05-06 18:00:00
TIC AHUs,55.0,,,,TIC BUILDING,2020-05-06 18:00:00
HM-TI-01,,36.755,,,TIC BUILDING,2020-05-06 18:00:00
SCA Labs,3.0,,,,TIC BUILDING,2020-05-06 18:00:00
TIC Heating pumps,39.0,,,,TIC BUILDING,2020-05-06 18:00:00
TIC Lifts,0.0,,,,TIC BUILDING,2020-05-06 18:00:00
HM-ST-01,70.0,,,,Stenhouse Wing,2020-05-06 18:00:00
HM-HD-01,18.5,,,,Henry Dyer,2020-05-06 18:00:00
ABP Labs,2.0,,,,TIC BUILDING,2020-05-06 18:00:00
HM-TG-03,,,89.715,,Thomas Graham Building,2020-05-06 18:00:00
Boiler 2 Heat Meter HM-B-01,,,18.31,,Energy Centre,2020-05-06 18:00:00
HM-HW-01,,,90.33,,SIPBS Hamnett Wing,2020-05-06 18:00:00
HM-JA-01,,0.0,,,John Anderson Building,2020-05-06 18:00:00
Boiler 1 Heat Meter HM-A-01,,,,53.06,Energy Centre,2020-05-06 18:00:00
HM-TG-03,,0.16,,,Thomas Graham Building,2020-05-06 18:00:00
Level 4 IT,2.0,,,,TIC BUILDING,2020-05-06 18:00:00
HM-CU-01,,,90.915,,Curran Building,2020-05-06 18:00:00
HM-SC-01,,,,69.495,Strathclyde Sport,2020-05-06 18:00:00
HM-TG-01,,44.75,,,Thomas Graham Building,2020-05-06 18:00:00
TIC Chillers,42.0,,,,TIC BUILDING,2020-05-06 18:00:00
HM-GH-01,150.0,,,,Graham Hills,2020-05-06 18:00:00
HM-TI-01,,,,75.17,TIC BUILDING,2020-05-06 18:00:00
DH Heat Meter HM-H-01,1440.0,,,,Energy Centre,2020-05-06 18:00:00
TIC Auditoriums,5.0,,,,TIC BUILDING,2020-05-06 18:00:00
HM-SU-01,,,,15.455,Students Union,2020-05-06 18:00:00
HM-HW-01,,,,72.955,SIPBS Hamnett Wing,2020-05-06 18:00:00
HM-HD-01,,,90.335,,Henry Dyer,2020-05-06 18:00:00
HM-JA-01,80.0,,,,John Anderson Building,2020-05-06 18:00:00
HM-RW-01,89.0,,,,SIPBS Robertson Wing (John Arbuthnott),2020-05-06 18:00:00
ACB TX2 MAIN INCOMER,28.0,,,,TIC BUILDING,2020-05-06 18:00:00
DH Heat Meter HM-H-01,,,91.65,,Energy Centre,2020-05-06 18:00:00
HM-TG-01,,,,72.165,Thomas Graham Building,2020-05-06 18:00:00
HM-TI-01,,,91.245,,TIC BUILDING,2020-05-06 18:00:00
Level 4 Power Demand,0.0,,,,TIC BUILDING,2020-05-06 18:00:00
Boiler 1 Heat Meter HM-A-01,,,16.555,,Energy Centre,2020-05-06 18:00:00
HM-JA-01,,,,76.98,John Anderson Building,2020-05-06 18:00:00
CHP Heat Meter HM-D-01,,,91.365,,Energy Centre,2020-05-06 18:00:00
Boiler 3 Heat Meter HM-C-01,0.0,,,,Energy Centre,2020-05-06 18:00:00
TIC Small Power,19.0,,,,TIC BUILDING,2020-05-06 18:00:00
TIC Kitchens,1.0,,,,TIC BUILDING,2020-05-06 18:00:00
HM-JW-01,20.0,,,,James Weir Building,2020-05-06 18:00:00
SHD Labs,2.0,,,,TIC BUILDING,2020-05-06 18:00:00
TIC Fume Cupboard Extracts,6.0,,,,TIC BUILDING,2020-05-06 18:00:00
HM-RW-01,,,89.645,,SIPBS Robertson Wing (John Arbuthnott),2020-05-06 18:00:00
HM-SU-01,,0.0,,,Students Union,2020-05-06 18:00:00
CHP Heat Meter HM-D-01,1320.0,,,,Energy Centre,2020-05-06 18:00:00
TIC Lighting,7.0,,,,TIC BUILDING,2020-05-06 18:00:00
HM-SC-01,50.0,,,,Strathclyde Sport,2020-05-06 18:00:00
HM-RW-01,,,,71.96,SIPBS Robertson Wing (John Arbuthnott),2020-05-06 18:00:00
HM-RC-01,,,,64.42,Royal College,2020-05-06 18:00:00
